Game / Iteration

500



Iteration Nb

500



Average Cost

4,1
4,066667
4,166667
4,166667
4,166667
4,233333
4,233333
4,133333
4,266667
4,1
4,266667
4,166667
4,266667
4,133333
4,1
4,2
4,2
4,266667
4,266667
4,133333
4,166667
4,166667
4,266667
4,266667
4,266667
4,166667
4,233333
4,266667
4,266667
4,233333
4,166667
4,266667
4,2
4,266667
4,233333
4,1
4,2
4,066667
4,133333
4,266667
4,266667
4,166667
4,266667
4,2
4,166667
4,266667
4,266667
4,133333
4,2
4,266667
4,133333
4,233333
4,3
4,166667
4,2
4,233333
4,266667
4,166667
4,233333
4,2
4,2
4,166667
4,233333
4,1
4,2
4,166667
4,3
4,133333
4,233333
4,3
4,133333
4,3
4,166667
4,3
4,233333
4,133333
4,266667
4,233333
4,3
4,233333
4,233333
4,3
4,166667
4,3
4,3
4,266667
4,2
4,3
4,2
4,233333
4,2
4,3
4,166667
4,133333
4,3
4,233333
4,266667
4,233333
4,3
4,2
4,233333
4,2
4,166667
4,3
4,2
4,166667
4,133333
4,166667
4,166667
4,166667
4,2
4,3
4,2
4,3
4,233333
4,3
4,2
4,2
4,233333
4,133333
4,266667
4,3
4,3
4,2
4,266667
4,3
4,266667
4,1
4,266667
4,3
4,3
4,233333
4,3
4,166667
4,2
4,133333
4,266667
4,333333
4,2
4,233333
4,333333
4,333333
4,233333
4,166667
4,333333
4,266667
4,3
4,2
4,233333
4,233333
4,266667
4,2
4,233333
4,233333
4,233333
4,133333
4,3
4,3
4,266667
4,3
4,233333
4,233333
4,3
4,266667
4,3
4,3
4,233333
4,233333
4,166667
4,3
4,133333
4,3
4,166667
4,2
4,233333
4,3
4,266667
4,166667
4,166667
4,266667
4,266667
4,233333
4,133333
4,3
4,2
4,233333
4,233333
4,233333
4,233333
4,3
4,3
4,3
4,233333
4,3
4,166667
4,166667
4,233333
4,166667
4,266667
4,233333
4,2
4,3
4,266667
4,233333
4,2
4,3
4,166667
4,3
4,233333
4,266667
4,266667
4,233333
4,3
4,233333
4,233333
4,266667
4,2
4,2
4,3
4,2
4,2
4,166667
4,233333
4,3
4,2
4,2
4,233333
4,3
4,3
4,3
4,233333
4,266667
4,3
4,3
4,3
4,266667
4,233333
4,3
4,233333
4,3
4,266667
4,266667
4,3
4,2
4,2
4,133333
4,266667
4,133333
4,133333
4,2
4,3
4,3
4,2
4,3
4,233333
4,2
4,166667
4,2
4,266667
4,233333
4,2
4,233333
4,2
4,133333
4,3
4,3
4,233333
4,2
4,3
4,266667
4,233333
4,3
4,233333
4,2
4,2
4,3
4,3
4,1
4,3
4,266667
4,3
4,3
4,3
4,2
4,3
4,233333
4,3
4,2
4,233333
4,3
4,133333
4,266667
4,3
4,3
4,233333
4,233333
4,3
4,233333
4,233333
4,266667
4,266667
4,166667
4,2
4,2
4,266667
4,2
4,266667
4,3
4,3
4,2
4,3
4,3
4,2
4,233333
4,233333
4,2
4,3
4,2
4,233333
4,233333
4,3
4,3
4,3
4,233333
4,233333
4,3
4,1
4,3
4,3
4,266667
4,233333
4,3
4,166667
4,3
4,266667
4,266667
4,133333
4,3
4,133333
4,133333
4,133333
4,166667
4,233333
4,3
4,233333
4,2
4,3
4,3
4,3
4,366667
4,366667
4,366667
4,3
4,3
4,3
4,366667
4,266667
4,366667
4,266667
4,366667
4,366667
4,3
4,3
4,233333
4,3
4,166667
4,233333
4,3
4,3
4,166667
4,3
4,3
4,2
4,3
4,166667
4,3
4,2
4,266667
4,266667
4,3
4,233333
4,266667
4,2
4,233333
4,233333
4,133333
4,266667
4,3
4,233333
4,266667
4,233333
4,233333
4,3
4,266667
4,233333
4,233333
4,2
4,166667
4,233333
4,233333
4,3
4,3
4,3
4,233333
4,266667
4,266667
4,3
4,166667
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,166667
4,3
4,233333
4,233333
4,266667
4,233333
4,3
4,233333
4,2
4,3
4,1
4,133333
4,233333
4,3
